ID    |TERMINO                       |CF    |DF    
805   |adelantos                     |1     |1     
806   |adelf                         |2     |1     
807   |adelgaz                       |1     |1     
808   |adelin                        |4     |1     
809   |adem                          |35    |1     
810   |ademan                        |5     |1     
811   |adentr                        |5     |1     
812   |aderec                        |1     |1     
813   |aderez                        |33    |1     
814   |aderezam                      |1     |1     
815   |aderezar                      |1     |1     
816   |aderezarons                   |1     |1     
817   |aderezol                      |1     |1     
818   |adevin                        |3     |1     
819   |adherent                      |5     |1     
820   |adi                           |1     |1     
821   |aditament                     |2     |1     
822   |adiv                          |1     |1     
823   |adivin                        |17    |1     
824   |adivinel                      |1     |1     
825   |adjunt                        |1     |1     
826   |adminicul                     |1     |1     
827   |administr                     |2     |1     
828   |administracion                |1     |1     
829   |admir                         |150   |1     
830   |admirab                       |3     |1     
831   |admirabam                     |1     |1     
832   |admirabans                    |3     |1     
833   |admiracion                    |40    |1     
834   |admirar                       |1     |1     
835   |admirarons                    |4     |1     
836   |admirem                       |1     |1     
837   |admirol                       |2     |1     
838   |admirom                       |1     |1     
839   |admiros                       |4     |1     
840   |admit                         |15    |1     
841   |admitem                       |1     |1     
842   |admitier                      |1     |1     
843   |adob                          |7     |1     
844   |adobam                        |1     |1     
845   |adobandosem                   |1     |1     
846   |adobari                       |1     |1     
847   |adond                         |140   |1     
848   |adondequ                      |5     |1     
849   |adoqu                         |1     |1     
850   |ador                          |20    |1     
851   |adorart                       |1     |1     
852   |adorn                         |52    |1     
853   |adornar                       |1     |1     
854   |adornart                      |1     |1     
855   |adquier                       |1     |1     
856   |adquir                        |5     |1     
857   |adrian                        |1     |1     
858   |adul                          |3     |1     
859   |adulacion                     |6     |1     
860   |adulter                       |2     |1     
861   |aduni                         |1     |1     
